type,,f,r,r,r,r,f
source,,f3 (t-1),r1 (t-1),r2 (t-1),r3 (t-1),r4 (t-1),p
dataset,value,,,,,,
trn,1996-10-16,0.2519218184437532,0.40924453739402744,0.49376585224185265,0.39772917102591476,0.39868398218204004,0.2991043364481938
trn,1993-02-06,0.47546391473229954,0.3100902925755561,0.38138098324506364,0.1,0.20787197799411877,0.5168292218779242
trn,1995-08-30,0.12186433831771237,0.1857690027870236,0.1,0.24585691011106336,0.2392621247645583,0.14015841473595186
trn,1994-12-05,0.7502573972749085,0.5927054096411518,0.707852396624768,0.6554065666641229,0.5131182235954579,0.7663488557778864
trn,1996-09-20,0.15739538543071255,0.1857690027870236,0.2406904916225318,0.15954583420518295,0.2969463855669324,0.18404368434000518
trn,1994-06-08,0.31934346178151035,0.1,0.1,0.1,0.1,0.34600131986934857
trn,1996-10-04,0.44705588002571506,0.5201805851511122,0.31490827580693415,0.4766009225262804,0.6021167315686783,0.5171141428380001
trn,1993-06-27,0.30798893390021775,0.1,0.1,0.45727500523109765,0.30655911179772893,0.33284209592816494
trn,1996-09-04,0.23824126878354332,0.1,0.1,0.15954583420518295,0.16227991553292184,0.26013868735561513
trn,1995-08-20,0.11564886976856972,0.1,0.1,0.1,0.1,0.1147666464376123
trn,1993-06-15,0.3885335025853177,0.5697761756117629,0.6137290392543485,0.4368421052631579,0.4411211461689767,0.42430346214826076
trn,1996-11-09,0.5771067349637647,0.45363465789479385,0.2816306436745999,0.46706517419289884,0.3157439559882375,0.5529894746946094
trn,1996-11-22,0.4541523524118206,0.3269234515724702,0.3297466107576762,0.15954583420518295,0.22455983106584368,0.45082213578985275
trn,1993-12-30,0.7929229348477104,0.4209182228343017,0.4632612873491998,0.5038594967000185,0.49389277113386487,0.8073852939516414
trn,1996-07-25,0.18966525536260845,0.34259137394524913,0.21487330537883811,0.268421052631579,0.1,0.21020963732955228
trn,1996-10-22,0.5998218822335076,0.1,0.1,0.1,0.1,0.4436062265745859
trn,1995-04-18,0.3467929268484682,0.3971125410832831,0.2406904916225318,0.6292549511569067,0.38540242720507034,0.4003194566737768
trn,1993-03-15,0.36527042638622387,0.1,0.1,0.6225125745680361,0.1,0.3846388270087143
trn,1996-02-28,0.548601367724162,0.1,0.1,0.1,0.1,0.568783299172305
trn,1993-05-23,0.5858269503856817,0.1,0.1,0.1,0.1,0.5726890357422529
trn,1994-12-06,0.7433732332046156,0.40924453739402744,0.4722320526646354,0.5038594967000185,0.3714718580202554,0.7484603326713655
trn,1994-10-30,0.4929116723068929,0.1,0.21487330537883811,0.268421052631579,0.22455983106584368,0.47833286197819025
trn,1993-05-31,0.49832644099431045,0.7643638388299198,0.31490827580693415,0.5515286439900466,0.8576678731875901,0.7300414576940369
trn,1994-07-02,0.2488096635091132,0.1,0.1,0.15954583420518295,0.18807710121010887,0.26938028285298965
trn,1996-10-25,0.35237794317829363,0.40924453739402744,0.6232728093353319,0.36629706611944246,0.2969463855669324,0.3193564093905036
trn,1993-08-30,0.26047438643675025,0.1,0.1,0.28830046126314024,0.2647771681742199,0.2937451289525782
trn,1996-02-12,0.8315098737849532,0.4638870609178737,0.1,0.44206477493204044,0.2969463855669324,0.8331831579756003
trn,1993-05-09,0.33098951268836696,0.1,0.1,0.1,0.1,0.3652554222262566
trn,1995-07-13,0.19530499085524203,0.1,0.1,0.1,0.1,0.208970956010327
trn,1995-04-25,0.4256101126735471,0.38446360088750386,0.4446199161365143,0.31469555846706465,0.2761542024202177,0.45729589861586684
trn,1993-11-02,0.33722101410926963,0.1,0.1,0.15954583420518295,0.22455983106584368,0.387593716026964
trn,1993-09-17,0.7223082814706732,0.43218191941495987,0.4540633061223205,0.1,0.1,0.7677620557875444
trn,1994-03-06,0.7200775163794744,0.4209182228343017,0.26245538642137906,0.36629706611944246,0.4411211461689767,0.6977744366402714
trn,1995-02-04,0.7591537747474352,0.34259137394524913,0.1,0.29749118988730233,0.3921186973360886,0.8335899572124745
trn,1996-03-16,0.39690033200003605,0.1,0.1,0.15954583420518295,0.1,0.473012413249002
trn,1995-10-02,0.24166729970328804,0.2917853205941537,0.2406904916225318,0.3526315789473684,0.37852424952911656,0.27194887384978184
trn,1994-07-30,0.19927151901189494,0.1,0.1,0.1,0.1,0.23426126629523222
trn,1996-07-23,0.1611470160584232,0.1,0.1,0.1,0.1,0.16586087625208373
trn,1995-10-25,0.27700416394826055,0.43218191941495987,0.5061384660534476,0.3792947191878232,0.1,0.3304399478792718
trn,1994-11-30,0.43185276809951456,0.1,0.1,0.15954583420518295,0.1,0.46031700794376684
trn,1996-01-16,0.5791077404955454,0.1,0.1,0.1,0.1,0.555036650672527
trn,1993-04-20,0.6463391173863844,0.3100902925755561,0.2816306436745999,0.33062002421270154,0.39541957835039854,0.577429136112283
trn,1993-01-22,0.8112507450725973,0.6001149293199871,0.2816306436745999,0.5763666736414635,0.7243542118206474,0.7928957272175469
trn,1995-08-13,0.1279615536454059,0.27153800557404717,0.3694017809659559,0.5375707303331901,0.2761542024202177,0.13327441120229658
trn,1995-12-07,0.4049079279488522,0.44307601114809436,0.4349103588329395,0.15954583420518295,0.37852424952911656,0.46976741657674725
trn,1994-01-29,0.7452624215838591,0.1,0.1,0.3728732925645415,0.2647771681742199,0.7678793213730554
trn,1995-10-31,0.28805377000652643,0.1,0.1,0.15954583420518295,0.1,0.2664291579947324
trn,1996-12-01,0.6922705707162754,0.22129568697262458,0.1,0.39171382022212675,0.2647771681742199,0.6560761770594321
trn,1996-04-27,0.49454230797254417,0.1,0.18122769321068954,0.36629706611944246,0.1,0.453209514537698
trn,1995-04-22,0.34592651460577856,0.1,0.18122769321068954,0.27863750261554887,0.22455983106584368,0.394868558310691
trn,1993-08-23,0.2968642469009368,0.5373378188724273,0.1,0.1,0.2525540142792948,0.33612592450515055
